text	site	step_label	domain	source_file	source_type	el_visible	el_width	el_height	el_x	el_y	el_tag	label	Pattern Category	confidence
NAKSHIKATHAA	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nakuru	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nalini Salon	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Namyaa	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nappa Dori	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Narciso Rodriguez	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
NARISTHA	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
NARS	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
NARUMI	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nasher Miles	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nasomatto	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nat Habit	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Natasha Moor	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Natio	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Natural Vibes	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7936234037824265
Naturali	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Naturalizer	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
NATURALLY YOURS	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7395175817008734
Nature Derma	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nature Glow Herbal	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7909242904676596
Nature Spell	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nature Sure	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nature's Essence	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nature's Island	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7966253615936598
Naturica	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
NATURTINT	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Natuur	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
NatXtra	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nautica	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
NAUVAB	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
NAVIFORCE	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Navratna	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
NeceSera	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nectar Valley	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Needly	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Neemans	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Neesh	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Neeta Boochra	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nekhi	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Neko	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nelumbo Nucifera	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
neopalms	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nestasia	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nesterra	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nestroots	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Neu Looms	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Neud	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Neuherbs	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Neurozan	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Neutriderm	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Neutrogena	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Neva	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
NEWISH	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
NEXT2SKIN	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nexxus	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
NFI Essentials	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7405019901357837
Niana	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nicka K	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
NICKRON	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Niconi	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
NIDHI BHANDARI	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
NIDHI'S GRANDMAA SECRET	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Niine	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nina Ricci	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nine -West	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Ningen	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nippetals	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nippo	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nirvasa	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
NISARA	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Niscka	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nishane	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
NishMan	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
NISHORAMA	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Niska	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nistra	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nite Flite	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
NIVEA	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
No Grey Area	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.5022873678428832
NoBiY	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Noite Luxe	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
NOOD	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Noosh	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nordest Paris	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nordgreen	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Noritake	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Norling Studio	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Norma Kamali	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
North Star	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
NoStrain	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Note Cosmetique	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7557777822995957
Nourish Mantra	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nourish Vitals	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nouriza	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nova	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Novo Koyo	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Novology	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
NRGY	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
NSQUARE	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nudestix	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nudge	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nuerma Science	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Numbuzin	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Numour	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
NUSE	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nushu	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nutrabud	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nutrainix	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nutribears	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nutriburst	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nutricook	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
NutriGlow	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nutriorg	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
NutriOrro	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nutrisharks	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
NutritJet	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
NutroActive	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nutrova	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nutty Yogi	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7618203482474835
Nuutjob	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nuvean	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nuyug	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nyassa	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nykaa	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nykaa Gifting	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nykaa Merch	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nykaa Perfumery	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nykaa SKINRX	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nyle	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nyumi	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
NYX Professional Makeup	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7251719354367235
O.B.	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
O.P.I	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Oakley	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Oakley Meta	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Obagi	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Obaku	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Ober Glass	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7537234947567807
Oberglas	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Oblik	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
OBSESSIONS	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Ocean	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
OCEANIDES	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
OCEEDEE	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Oceglow	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
ODDCAT	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
ODE & CLEO	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Odette	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Odomos	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Odonil	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Off Limits	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	1	Urgency	0.6610506703407735
Oggn	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Ohria Ayurveda	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Olaplex	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Olay	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Old Spice	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Olena	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Oleum Cottage	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Olivers	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Oliveware	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Olivia	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Olivia Burton	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Olympics Heritage	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Omeo	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Omron	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Omtex	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
ONE MAN SHOW	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7663860719270261
ONE PLAYER	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.6615337731143716
ONE THING	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.6615337731143716
one8	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
OneLife	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
ONNIRICO	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
ONSETHOMES	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Onzyme	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
OOMPH	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Open Secret	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7473043535553535
Opium Eyewear	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7925011442287916
Optify	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Ora d'oro Beauty	nykaa	landing	indian	step01_landing_20260805_225654.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7516443336133749
